	date	sentence
277	(4, 8, 2020)	Coronavirus: une quarantaine de cas suspects à bord du porte-avions Charles-de-Gaulle
278	(4, 8, 2020)	Coronavirus: les agents de la RATP équipés de masques à partir de ce mercredi
279	(4, 8, 2020)	Villefranche-sur-Saône: l'usine Blédina a repris son activité après un incident chimique
280	(4, 8, 2020)	Villeurbanne: un jeune homme arrêté pour l'agression d'une médecin et le vol de son véhicule professionnel
281	(4, 7, 2020)	Coronavirus: le fondateur de Twitter donne 1 milliard de dollars pour lutter contre le Covid-19
282	(4, 7, 2020)	À Béziers, les bancs publics retirés pour faire respecter le confinement
283	(4, 7, 2020)	Confinement: cinq départements d'Île-de-France interdisent à leur tour les activités sportives entre 10h et 19h
284	(4, 7, 2020)	Confinement: Macron critiqué après avoir provoqué un attroupement en Seine-Saint-Denis
285	(4, 7, 2020)	Coronavirus: le nombre de personnes hospitalisées en légère baisse dans le Rhône
286	(4, 7, 2020)	"Confinement: le lapin de Pâques décrété ""service essentiel"" dans la province de l'Ontario au Canada"
287	(4, 7, 2020)	Coronavirus: 58 morts supplémentaires recensés en 24h dans les hôpitaux des Hauts-de-France
288	(4, 7, 2020)	Mondial 2022: le Qatar dément avoir versé des pots-de-vin à la Fifa
289	(4, 7, 2020)	Coronavirus: 240 morts à l'hôpital recensés en Île-de-France en 24h
290	(4, 7, 2020)	Confinement: trois nouvelles attestations pour les déplacements hors France métropolitaine
291	(4, 7, 2020)	Coronavirus: annulation de l'interdiction de s'asseoir sur les bancs à Biarritz
292	(4, 7, 2020)	Coronavirus: 604 morts supplémentaires en Italie, mais les services de réanimation désemplissent
293	(4, 7, 2020)	Violences conjugales: le cri d'alarme des gynécologues
294	(4, 7, 2020)	"Philippe assure que le confinement ""va durer"" et juge ""prématurée"" toute question sur le déconfinement"
295	(4, 7, 2020)	Nouvelle-Zélande: en plein confinement, le ministre de la Santé sort pour aller à la plage
296	(4, 7, 2020)	Australie: la Grande Barrière vient de vivre son pire épisode de blanchissement de coraux
297	(4, 7, 2020)	Reprendre les matchs? La priorité, c'est de reprendre l'entraînement
298	(4, 7, 2020)	Une Super Lune rose pourra être observée dans la nuit de mardi à mercredi 
299	(4, 7, 2020)	Confinement: les locations touristiques interdites sur le littoral du Pas-de-Calais et du Nord
300	(4, 7, 2020)	Avignon: confinés, ils prostituaient quatre jeunes femmes dans leur appartement
301	(4, 7, 2020)	Coronavirus: deux millions de masques vont être offerts aux Parisiens, promet Anne Hidalgo
302	(4, 7, 2020)	Il y a 90 millions d'années, l'Antarctique abritait une forêt tropicale
303	(4, 7, 2020)	"Coronavirus: un pharmacien de l'Hérault interpellé pour avoir vendu un traitement ""épidémie 19"""
304	(4, 7, 2020)	Après la mort de son père, François Hollande rend hommage aux personnels des Ehpad
305	(4, 7, 2020)	Confinement: les activités sportives interdites à Paris entre 10h et 19h
306	(4, 7, 2020)	Pédopornographie: le procès de Christian Quesada maintenu, mais en visioconférence 
307	(4, 7, 2020)	Coronavirus: aucun nouveau mort en Chine pour la première fois depuis le début de l'épidémie
308	(4, 6, 2020)	Boris Johnson en soins intensifs: le ministre des Affaires étrangères désigné pour assurer l'intérim
309	(4, 6, 2020)	Tennis: le Masters de Madrid remplacé par un tournoi virtuel caritatif
310	(4, 6, 2020)	Coronavirus: contaminé, Boris Johnson a été admis en soins intensifs
311	(4, 6, 2020)	Coronavirus: 57 morts en 24 heures dans les Hauts-de-France, 567 personnes en réanimation
312	(4, 6, 2020)	Les dermatologues alertent sur de nouveaux symptômes cutanés du Covid-19
313	(4, 6, 2020)	Coronavirus: 19 morts en 24 heures dans les hôpitaux du Rhône, 1223 personnes hospitalisées
314	(4, 6, 2020)	Coronavirus: la barre des 10.000 morts franchie aux États-Unis
315	(4, 6, 2020)	Coronavirus: 271 morts dans les hôpitaux d'Île-de-France ces dernières 24 heures
316	(4, 6, 2020)	Rhône: incident chimique chez Blédina, pas de victimes
317	(4, 6, 2020)	Bretagne: il gagne à l'Euromillions, mais ne sera payé qu'après le confinement
318	(4, 6, 2020)	Olivier Véran invité exceptionnel de Jean-Jacques Bourdin mardi matin dès 8h20
319	(4, 6, 2020)	Lyon: un syndicat adresse une lettre à Gérard Collomb pour demander la réouverture des marchés
320	(4, 6, 2020)	"Royaume-Uni: hospitalisé, Boris Johnson ""reste aux commandes"""
321	(4, 6, 2020)	Le Maire prévient que la récession de 2020 sera pire que celle de 1945
322	(4, 6, 2020)	Coronavirus: 8000 tests de dépistage vont être réalisés dans les Ehpad de Paris cette semaine
323	(4, 6, 2020)	Coronavirus: l'Autriche envisage la levée des restrictions de confinement à la mi-avril
324	(4, 6, 2020)	Pas-de-Calais: triple homicide à Carvin, un homme tue sa concubine et deux enfants
325	(4, 6, 2020)	Coronavirus: plus de 1200 morts en 24 heures aux États-Unis, un des pires bilans quotidiens
326	(4, 5, 2020)	Coronavirus: 32 morts en 24 heures dans les Hauts-de-France, 573 personnes en réanimation
327	(4, 5, 2020)	Coronavirus: 16 morts en 24 heures dans les hôpitaux du Rhône, 1250 personnes hospitalisées
328	(4, 5, 2020)	"Confinement: pour Castaner le ""relâchement est l'allié du Covid-19"" même s''il n'y a pas eu grands mouvements"" ce week-end"
329	(4, 5, 2020)	Pau: un homme s’enferme la nuit dans un hypermarché et est retrouvé ivre au matin
330	(4, 5, 2020)	Coronavirus: 139 morts dans les hôpitaux d'Île-de-France ces dernières 24 heures
331	(4, 5, 2020)	Yvelines: une fillette grièvement blessée en marge d'affrontements entre jeunes et policiers
332	(4, 5, 2020)	Coronavirus: un agent de sûreté à la RATP et sportif de haut niveau meurt du Covid-19 au CHU de Lille
333	(4, 5, 2020)	Coronavirus: 594 morts de plus en 24h dans l'Etat de New York, pour un total de 4159 décès
334	(4, 5, 2020)	Coronavirus: Mélenchon demande la suspension des loyers pour les particuliers
335	(4, 5, 2020)	"Russie: un homme tue cinq personnes parce qu'elles ""parlaient trop fort"""
336	(4, 5, 2020)	Coronavirus: les conducteurs de bus de Seine-et-Marne exercent leur droit de retrait après la mort d'un collègue
337	(4, 5, 2020)	La ville de Cannes met dix retoucheurs en manufacture pour produire des masques
338	(4, 5, 2020)	Coronavirus: la reprise des travaux de restauration de Notre-Dame se prépare à distance
339	(4, 5, 2020)	Orly, aéroport fantôme au secours des malades du coronavirus
340	(4, 5, 2020)	"Coronavirus: crainte de ""dégâts psychologiques"" chez les soignants des hôpitaux franciliens"
341	(4, 5, 2020)	Le confinement signe-t-il le retour des appels téléphoniques?
342	(4, 4, 2020)	Coronavirus: 14 morts en 24 heures dans les hôpitaux du Rhône, 1215 personnes hospitalisées
343	(4, 4, 2020)	Coronavirus: 50 morts en 24 heures dans les Hauts-de-France, 561 personnes en réanimation
344	(4, 4, 2020)	"Coronavirus: le directeur de l'AP-HP s'inquiète de croiser ""trop de monde dans les rues"" de Paris"
345	(4, 4, 2020)	Attaque au couteau de Romans-sur-Isère: le parquet national antiterroriste se saisit de l'enquête
346	(4, 4, 2020)	Coronavirus: 164 morts dans les hôpitaux d'Île-de-France ces dernières 24 heures
347	(4, 4, 2020)	Un détenu, soupçonné de contamination au Covid-19 meurt à la prison de Douai
348	(4, 4, 2020)	Coronavirus: l'Etat de New York enregistre 630 morts en un jour, pire bilan sur 24 heures
349	(4, 4, 2020)	Coronavirus: mort d'un enfant de 5 ans en Angleterre
350	(4, 4, 2020)	"Attaque à Romans-sur-Isère: Macron assure que ""toute la lumière sera faite sur cet acte odieux"""
351	(4, 4, 2020)	Le home-trainer ne passe pas la porte, Yosi Goasdoué, se confine dans un château
352	(4, 4, 2020)	Deux membres de la famille Kennedy portés disparus aux Etats-Unis
353	(4, 4, 2020)	Coronavirus: près de 80.000 signatures sur une pétition en faveur de la chloroquine
354	(4, 4, 2020)	Boulogne-sur-Mer: quinze migrants secourus dans une embarcation à la dérive 
355	(4, 4, 2020)	"""Je ne fais pas la différence si le ciel est nuageux ou s'il fait nuit"": le blues des Français qui vivent dans des logements sombres"
356	(4, 3, 2020)	Il crache sur des surveillants en se disant porteur du Covid: 8 mois ferme pour un détenu
357	(4, 3, 2020)	Résultat Euromillions: le tirage du vendredi 3 avril 2020
358	(4, 3, 2020)	"Coronavirus: la piscine de Denain (Nord) devient un ""sas de décontamination"" pour les soignants"
359	(4, 3, 2020)	Coronavirus: 11 morts en 24 heures dans les hôpitaux du Rhône, 1202 personnes hospitalisées
360	(4, 3, 2020)	Coronavirus: les IVG médicamenteuses pourront se faire par téléconsultation
361	(4, 3, 2020)	Coronavirus: la Turquie élargit son confinement aux jeunes de moins de 20 ans et isole ses grandes villes
362	(4, 3, 2020)	Coronavirus: 68 morts en 24 heures dans les Hauts-de-France, 547 personnes en réanimation
363	(4, 3, 2020)	Coronavirus: 234 morts et les réanimations en hausse de 2% en 24 heures en Île-de-France
364	(4, 3, 2020)	Belfort: prison ferme pour un homme qui n'a pas respecté le confinement à plusieurs reprises
365	(4, 3, 2020)	Coronavirus: 766 morts supplémentaires en 24 heures en Italie
366	(4, 3, 2020)	"Coronavirus: l'ONU craint que ""le pire reste à venir"" pour les pays en conflit"
367	(4, 3, 2020)	Coronavirus: 684 morts en 24h au Royaume-Uni, pire bilan quotidien depuis le début de l'épidémie
368	(4, 3, 2020)	Coronavirus: le maire de Montreuil lance un appel aux dons de surblouses
369	(4, 3, 2020)	À Paris, l'accueil des enfants des salariés des commerces alimentaires gratuit à partir de lundi
370	(4, 3, 2020)	Coronavirus: début de la mise à l'abri des migrants de Calais
371	(4, 3, 2020)	Confinement et santé mentale: des professionnels créent une ligne téléphonique d'urgence gratuite
372	(4, 3, 2020)	Lyon: des navettes mises en place  pour raccompagner le personnel hospitalier le soir
373	(4, 3, 2020)	Coronavirus: mort d'un premier policier
374	(4, 3, 2020)	"Coronavirus: Blanquer confirme que l'année scolaire se terminera bien ""le 4 juillet"" malgré le confinement"
375	(4, 3, 2020)	Aube: deux mois ferme pour avoir violé le confinement à répétition
376	(4, 2, 2020)	Rhône: ouverture d'un dispensaire dédié aux patients susceptibles d'être atteints du coronavirus à Corbas
377	(4, 2, 2020)	Confinement: 150 communes françaises ont déjà adopté un couvre-feu
378	(4, 2, 2020)	"Coronavirus: l'hôpital Lariboisière lance un appel pour recevoir les masques ""Easybreath"" de Decathlon"
379	(4, 2, 2020)	Plus d'un million de cas de coronavirus officiellement recensés dans le monde
380	(4, 2, 2020)	Coronavirus: 20 morts en 24 heures dans le Rhône, 264 personnes en réanimation
381	(4, 2, 2020)	Coronavirus: 195 morts en 24 heures et 2327 personnes en réanimation en Île-de-France
382	(4, 2, 2020)	Coronavirus: 40 morts en 24 heures et 518 personnes en réanimation dans les Hauts-de-France
383	(4, 2, 2020)	Coronavirus: ce patron de supérette double le salaire de ses employés 
384	(4, 2, 2020)	Matzneff: J.M.G Le Clézio quitte le jury du Renaudot
385	(4, 2, 2020)	Coronavirus: 760 morts ces dernières 24 heures en Italie, près de 14.000 victimes au total
386	(4, 2, 2020)	Coronavirus: le CHU de Lille lance une campagne de financement participatif
387	(4, 2, 2020)	Coronavirus: réquisitionné, un entrepôt du marché de Rungis va servir de morgue
388	(4, 2, 2020)	Coronavirus: Véligo rembourse un mois d'abonnement à ses utilisateurs
389	(4, 2, 2020)	Yakari, Les Schtroumpfs, Boule et Bill... Des BD gratuites pour occuper les enfants pendant le confinement
390	(4, 2, 2020)	Coronavirus: les entreprises des Hauts-de-France déjà durement touchées par la crise sanitaire
391	(4, 2, 2020)	Coronavirus: plus de 5000 morts aux États-Unis, nouveau record quotidien
392	(4, 2, 2020)	Coronavirus: couvre-feu instauré en Guadeloupe et en Martinique
393	(4, 1, 2020)	Confinement: la ville de Lyon lance une plateforme pour voisins solidaires
394	(4, 1, 2020)	Résultat Loto: le tirage du mercredi 1er avril 2020
395	(4, 1, 2020)	Coronavirus: une pharmacienne en garde à vue pour vente illicite de masques à Issy-les-Moulineaux
396	(4, 1, 2020)	Coronavirus: 1114 personnes hospitalisées dans le Rhône, 153 morts au total
397	(4, 1, 2020)	Coronavirus: 478 personnes en soins intensifs dans les Hauts-de-France
398	(4, 1, 2020)	Coronavirus: au Panama, les hommes et les femmes confinés ne sortent pas le même jour
399	(4, 1, 2020)	Coronavirus: 258 morts recensés dans les hôpitaux d'Île-de-France en 24 heures
400	(4, 1, 2020)	Coronavirus: un centre permettant l'évacuation de patients hors d'Île-de-France mis en place à Orly
401	(4, 1, 2020)	Italie: 727 morts de plus en 24h, 12.155 victimes depuis le début de l'épidémie
402	(4, 1, 2020)	Confinement: des contrôles de police renforcés en région parisienne pour les vacances scolaires
403	(4, 1, 2020)	Désinfection des rues, mesures pour les entreprises... Anne Hidalgo interpellée par l'opposition
404	(4, 1, 2020)	L'eau sur Mars trouve-t-elle son origine dans deux sources différentes?
405	(4, 1, 2020)	Coronavirus: un habitant de Dunkerque interpellé à Lyon pour non-respect du confinement
406	(4, 1, 2020)	Calais: deux mois de prison ferme pour avoir violé le confinement à huit reprises
407	(4, 1, 2020)	Coronavirus: il ne reste que 4 jours de stock de surblouses au CHU de Lille, qui lance un appel aux dons
408	(4, 1, 2020)	Auvergne-Rhône-Alpes: une aide de 500 euros pour équiper les commerces de vitres en plexiglass
409	(4, 1, 2020)	Coronavirus: Christophe Castaner met en garde les Français qui voudraient partir en vacances
410	(4, 1, 2020)	Coronavirus: l'Ordre des pharmaciens dénonce une hausse des agressions
411	(4, 1, 2020)	Coronavirus: les ventes de voitures se sont effondrées en mars
412	(4, 1, 2020)	Coronavirus: des stocks de masques sécurisés par l'armée
413	(4, 1, 2020)	Lyon: la 16e édition du festival Quais du polar sera virtuelle
414	(3, 31, 2020)	Nord: une femme suspectée d'avoir crevé les pneus de près de 50 véhicules interpellée
415	(3, 31, 2020)	Résultat Euromillions: le tirage du mardi 31 mars 2020
416	(3, 31, 2020)	Coronavirus: 280 morts et 3450 cas confirmés au total dans les Hauts-de-France
417	(3, 31, 2020)	Coronavirus: pour chaque exemplaire du Petit Nicolas acheté, un euro sera reversé aux hôpitaux
418	(3, 31, 2020)	Coronavirus: 1062 personnes hospitalisées dans le Rhône, 132 morts au total
419	(3, 31, 2020)	Coronavirus: plus de 2000 personnes en réanimation en Île-de-France
420	(3, 31, 2020)	Coronavirus: le CHU de Lille autorise la reproduction de son masque en tissu
421	(3, 31, 2020)	Marseille: une oeuvre d'art en forme d'ours géant fait polémique
422	(3, 31, 2020)	Coronavirus: 32.500 masques en provenance de Chine saisis dans un entrepôt en Seine-Saint-Denis
423	(3, 31, 2020)	Coronavirus: le confinement a permis d’éviter 2500 morts en France, selon une étude britannique
424	(3, 31, 2020)	Confinement: 303.000 contrôles réalisés à Paris, 25.000 verbalisations
425	(3, 31, 2020)	Coronavirus: mort d'une adolescente de 12 ans en Belgique
426	(3, 31, 2020)	"L'affiche ""Restez à la maison"", en vente pour la bonne cause"
427	(3, 31, 2020)	Confinement: la liste des communes du Nord et du Pas-de-Calais autorisées à rouvrir leur marché
428	(3, 31, 2020)	L'inflation recule à +0.6% en mars
429	(3, 31, 2020)	Coronavirus: plus de 3000 morts recensées aux États-Unis
430	(3, 30, 2020)	Île-de-France: les trajets en Velib' de moins d'une heure gratuits pendant le confinement
431	(3, 30, 2020)	Résultat Loto: le tirage du lundi 30 mars 2020
432	(3, 30, 2020)	Coronavirus: 208 morts et 3011 cas confirmés au total dans les Hauts-de-France
433	(3, 30, 2020)	"Coronavirus: en Italie, le confinement prolongé ""au moins jusqu'à Pâques"""
434	(3, 30, 2020)	Coronavirus: 123 morts et 996 personnes hospitalisées au total dans le Rhône
435	(3, 30, 2020)	Coronavirus: 170 morts et 983 nouveaux cas confirmés en Île-de-France en 24 heures
436	(3, 30, 2020)	Rhône: où trouver des produits locaux en période de confinement ?
437	(3, 30, 2020)	Confinement: interdictions renforcées au sein des bois de Boulogne et de Vincennes
438	(3, 30, 2020)	Coronavirus: trois religieux meurent dans l'ancien couvent de l'abbé Pierre dans la Drôme
439	(3, 30, 2020)	Coronavirus: le Premier ministre israélien Benjamin Netanyahu en quarantaine préventive
440	(3, 30, 2020)	Armentières: des voitures de soignants vandalisées à l'hôpital, la police lance un appel à témoins
441	(3, 30, 2020)	Coronavirus: un salarié de la RATP est mort du covid-19
442	(3, 30, 2020)	Un chercheur hospitalisé avec des aimants dans le nez alors qu'il inventait un collier pour éviter de se toucher le visage 
443	(3, 30, 2020)	Coronavirus: nouveaux transferts de six patients d'Alsace vers la Suisse et l'Allemagne
444	(3, 30, 2020)	Coronavirus: 812 morts en 24 heures en Espagne, un chiffre en léger repli
445	(3, 30, 2020)	"Le barreau de Lyon dénonce un ""confinement des droits de la défense"" face au coronavirus"
446	(3, 30, 2020)	Coronavirus: le gouvernement diffuse une attestation de sortie simplifiée pour les personnes handicapées
447	(3, 30, 2020)	Les tarifs réglementés du gaz vont baisser de 4,4% en avril
448	(3, 30, 2020)	Coronavirus: faut-il arrêter de porter des lentilles de contact et les remplacer par des lunettes?
449	(3, 30, 2020)	Coronavirus: malgré le confinement, un mariage in extremis célébré à Besançon
450	(3, 30, 2020)	"Coronavirus: un retour à l'école le 4 mai? Blanquer prévient que ce sera ""peut-être plus tard"""
451	(3, 30, 2020)	Coronavirus: les États-Unis autorisent la chloroquine à l'hôpital
452	(3, 29, 2020)	Coronavirus: 2653 cas de coronavirus ont été recensés dans les Hauts-de-France ce dimanche
453	(3, 29, 2020)	Seine-Saint-Denis: le père suspecté de violences irréversibles sur son fils écroué et mis en examen
454	(3, 29, 2020)	Coronavirus: 229 morts recensés en région Auvergne-Rhône-Alpes ce dimanche
455	(3, 29, 2020)	Coronavirus: 823 morts à l'hôpital et 12.108 cas de contamination en Île-de-France ce dimanche soir
456	(3, 29, 2020)	Coronavirus: près de 10% des usagers habituels utilisent encore les transports franciliens
457	(3, 29, 2020)	Coronavirus: les images des transferts de malades du Grand Est en trains médicalisés
458	(3, 29, 2020)	Coronavirus: la Comédie-Française investit le Web et la télévision
459	(3, 29, 2020)	Coronavirus: un expert estime de 100.000 à 200.000 morts à venir aux Etats-Unis
460	(3, 29, 2020)	Coronavirus: dix morts en dix jours dans un Ehpad d'Ardèche
461	(3, 29, 2020)	Coronavirus: un ministre régional allemand s’est suicidé à cause de la crise économique
462	(3, 29, 2020)	Le Château de Versailles propose une visite virtuelle à l'heure du confinement
463	(3, 29, 2020)	Coronavirus: création d'une amende de 200 euros en cas de récidive de non-respect du confinement
464	(3, 29, 2020)	Confinement: dans le Nord, les gendarmes mettent en garde contre des fausses amendes
465	(3, 29, 2020)	Allègement ou contrôle continu: à quoi ressemblera le bac 2020?
466	(3, 29, 2020)	Coronavirus: des indemnités de 1000 euros pour les élèves infirmiers et aides-soignants réquisitionnés dans les Hauts-de-France
467	(3, 29, 2020)	La Corée du Nord tire de nouveaux projectiles en mer du Japon
468	(3, 29, 2020)	Coronavirus: de nouvelles mesures de restrictions dans les Ehpad
469	(3, 29, 2020)	Coronavirus: 838 morts en 24 heures en Espagne, nouveau record
470	(3, 29, 2020)	Seine-Saint-Denis: un enfant de 6 ans en état de mort cérébral après avoir été battu par son père
471	(3, 29, 2020)	Coronavirus: un bébé a succombé au Covid-19 aux États-Unis
472	(3, 28, 2020)	Coronavirus: la Russie ferme totalement ses frontières
473	(3, 28, 2020)	Coronavirus: la barre des 1000 morts franchie au Royaume-Uni
474	(3, 28, 2020)	Coronavirus: les humains sont confinés, la nature reprend ses droits
475	(3, 28, 2020)	Paris: une carte des commerçants qui livrent à domicile
476	(3, 28, 2020)	Alain Lescouet, maire dans la Marne et vice-président du Grand Reims, est mort du Covid-19
477	(3, 28, 2020)	Plus de 23.000 masques découverts dans une camionnette: un homme mis en examen à Paris
478	(3, 28, 2020)	Coronavirus: 832 morts supplémentaires en 24h en Espagne
479	(3, 28, 2020)	Un homme de 101 ans, qui avait échappé à la grippe espagnole, survit au coronavirus
480	(3, 28, 2020)	Coronavirus: un hélicoptère militaire évacue des malades de Metz vers l'Allemagne
481	(3, 28, 2020)	Confinement: trois mois ferme pour avoir frappé des policiers lors d'un contrôle à Cambrai
482	(3, 28, 2020)	"Coronavirus: un test ""portable"" américain donne les résultats en cinq minutes"
483	(3, 28, 2020)	"Coronavirus: les militaires de l'opération ""Résilience"" acheminent des masques en Auvergne-Rhône-Alpes"
484	(3, 27, 2020)	Résultat Euromillions: le tirage du vendredi 27 mars 2020
485	(3, 27, 2020)	Coronavirus: record de 345 morts et près de 18.000 nouveaux cas en 24 heures aux Etats-Unis
486	(3, 27, 2020)	Coronavirus: 10 morts et près de 400 cas supplémentaires confirmés en 24 heures dans les Hauts-de-France
487	(3, 27, 2020)	Coronavirus: 83 morts et 749 personnes hospitalisées dans le Rhône
488	(3, 27, 2020)	Un chat porteur du coronavirus en Belgique, cas rare
489	(3, 27, 2020)	Coronavirus: la gare de Lille-Europe fermée jusqu'à nouvel ordre
490	(3, 27, 2020)	Coronavirus: 48 patients du Grand Est évacués vers la Nouvelle-Aquitaine ce week-end
491	(3, 27, 2020)	Montpellier: un interne en médecine jugé pour avoir détourné des masques chirurgicaux
492	(3, 27, 2020)	Changement d'heure: le passage à l'heure d'été, c'est ce week-end
493	(3, 27, 2020)	"Coronavirus: un possible pic de l'épidémie en Italie ""dans les prochains jours"""
494	(3, 27, 2020)	Coronavirus: la Pride de Lille reportée au mois de septembre
495	(3, 27, 2020)	Dunkerque: des logements mis gratuitement à disposition des soignants
496	(3, 27, 2020)	Confinement: à Paris, le ténor Stéphane Sénéchal continue de chanter chaque soir à sa fenêtre
497	(3, 27, 2020)	Coronavirus: le rappeur MHD contaminé en détention à la prison de la Santé
498	(3, 27, 2020)	Coronavirus: la transmission pendant la grossesse est rare mais possible, selon une étude chinoise
499	(3, 27, 2020)	La Tour Eiffel va projeter tous les soirs des messages de remerciement aux soignants
500	(3, 27, 2020)	"Coronavirus: Macron prépare une ""initiative importante"" avec Trump"
501	(3, 27, 2020)	Coronavirus: les États-Unis deviennent le pays le plus touché au monde
502	(3, 27, 2020)	Coronavirus: la région Hauts-de-France met des voitures gratuites à disposition des soignants
503	(3, 26, 2020)	Lille: les transports en commun remboursés pour les médecins, les caissiers ou encore les éboueurs
504	(3, 26, 2020)	Coronavirus: Xavier Bertrand dévoile son plan d'aide aux entreprises des Hauts-de-France
505	(3, 26, 2020)	Coronavirus: 658 cas et 65 décès confirmés dans le département du Rhône
506	(3, 26, 2020)	Irak: libération de trois otages français et un irakien, membres de SOS Chrétiens d'Orient
507	(3, 26, 2020)	Coronavirus: 157 nouveaux cas et 10 décès supplémentaires recensés dans les Hauts-de-France
508	(3, 26, 2020)	"Coronavirus: une animatrice de Fox News s'inquiète que ses amies ""ne puissent pas se faire faire les ongles"""
509	(3, 26, 2020)	Coronavirus: plus de 1000 cas et 88 décès recensés en 24 heures en Île-de-France
510	(3, 26, 2020)	662 nouveaux morts en 24 heures en Italie, 8165 victimes au total
511	(3, 26, 2020)	"Covid-19: Belloubet s'oppose à une libération ""générale"" des détenus non jugés"
512	(3, 26, 2020)	Coronavirus: des questions sur le fonctionnement des services de police? Posez-leur sur le tchat
513	(3, 26, 2020)	Coronavirus: mort d'un surveillant de prison qui avait des symptômes du virus
514	(3, 26, 2020)	JO de Tokyo-2020: Akira, un manga prémonitoire?
515	(3, 26, 2020)	Foot: Arbitres, pas le même maillot mais le même confinement
516	(3, 26, 2020)	Coronavirus: les policiers menacent de ne plus faire les contrôles du confinement
517	(3, 26, 2020)	Coronavirus: 655 morts en une seule journée en Espagne, la barre des 4000 décès dépassée
518	(3, 26, 2020)	Lyon: le formulaire pour se faire rembourser son abonnement TCL est en ligne
519	(3, 26, 2020)	Coronavirus: à Lille, les Halles de Wazemmes se transforment en drive piéton
520	(3, 26, 2020)	Confinement: dans le Nord, La Madeleine retire les bancs publics pour éviter les abus
521	(3, 26, 2020)	Coronavirus: mort d'un premier gendarme
522	(3, 26, 2020)	Le coronavirus pourrait devenir saisonnier, prévient un expert américain
523	(3, 26, 2020)	Coronavirus: plus de 1000 morts aux États-Unis pour près de 70.000 cas déclarés
524	(3, 25, 2020)	Confinement: des restrictions d'ouverture pour les commerces du quartier de Château Rouge, à Paris
525	(3, 25, 2020)	"Coronavirus: l'aéroport de Beauvais ferme ce jeudi ""jusqu'à nouvel ordre"""
526	(3, 25, 2020)	Confinement: un policier blessé à la jambe lors d'un contrôle à Paris
527	(3, 25, 2020)	Coronavirus: la France retire ses troupes d'Irak
528	(3, 25, 2020)	Coronavirus: 1753 cas et 137 décès confirmés dans les Hauts-de-France
529	(3, 25, 2020)	Coronavirus: 532 cas confirmés dans le Rhône, 2093 à l'échelle de la région
530	(3, 25, 2020)	Résultat Loto: le tirage du mercredi 25 mars 2020
531	(3, 25, 2020)	Coronavirus: plus de 60.000 cas officiellement déclarés aux Etats-Unis, 827 morts
532	(3, 25, 2020)	"La Réunion: les soignants indignés après avoir reçu un stock de masques ""pourris"""
533	(3, 25, 2020)	Depuis le début du confinement, la qualité de l'air s'est fortement améliorée en région parisienne
534	(3, 25, 2020)	Coronavirus: 3491 nouveaux cas en Italie et 683 morts au cours des dernières 24h
535	(3, 25, 2020)	Coronavirus: le plafond d'heures supplémentaires à l'hôpital relevé à 20 par mois
536	(3, 25, 2020)	Coronavirus: Laurent Wauquiez appelle à sauver Famar, seul producteur français de chloroquine
537	(3, 25, 2020)	Ile-de-France: une cinquantaine de stations de métro fermées à partir de jeudi, les transports fortement réduits
538	(3, 25, 2020)	Confinement: la mairie de Paris lance un annuaire des commerçants qui livrent à domicile
539	(3, 25, 2020)	Coronavirus: Calais redistribue du matériel médical aux soignants
540	(3, 25, 2020)	Le préfet de Seine-Saint-Denis demande à la maire d'Aubervilliers de renoncer au couvre-feu
541	(3, 25, 2020)	Coronavirus: affirmant être infectée, une femme interpellée pour avoir menacé et craché sur son médecin
542	(3, 25, 2020)	Coronavirus: des assesseurs et militants se plaignent d'avoir été mobilisés pour les municipales
543	(3, 25, 2020)	Coronavirus: le bilan en Espagne dépasse celui de la Chine avec 3434 morts
544	(3, 25, 2020)	Coronavirus: face aux trop nombreuses infractions, Roubaix durcit le confinement
545	(3, 25, 2020)	Coronavirus: le diocèse de Lyon entretient le lien avec les fidèles en ligne
546	(3, 25, 2020)	Coronavirus: entre 100 et 150 Ehpad déjà touchés en Ile-de-France
547	(3, 25, 2020)	Coronavirus: en Espagne, les militaires découvrent des cadavres dans des maisons de retraite
548	(3, 25, 2020)	Confinement: faute d'équipements de protection, un syndicat policier appelle à ne pas verbaliser
549	(3, 25, 2020)	"Coronavirus: ""40.000 masques de protection volés au centre spatial guyanais"""
550	(3, 25, 2020)	Coronavirus: la Californie sonne l'alarme après la mort d'un adolescent
551	(3, 25, 2020)	Coronavirus: un tiers de l'humanité désormais sommée de rester chez elle
552	(3, 25, 2020)	"Clinton moque Trump et invite à ne pas suivre ""les conseils d'un homme qui a regardé l'éclipse à l'oeil nu"" "
553	(3, 24, 2020)	Coronavirus: 466 cas recensés dans le Rhône, 42 décès au total dans le département
554	(3, 24, 2020)	Coronavirus: 628 soignants de l'AP-HP infectés, 4 en réanimation
555	(3, 24, 2020)	Confinement: une policière grièvement blessée lors d’une opération de contrôle à Beauvais
556	(3, 24, 2020)	Résultat Euromillions: le tirage du mardi 24 mars 2020
557	(3, 24, 2020)	Coronavirus: 245 nouveaux cas confirmés dans les Hauts-de-France, 1532 au total
558	(3, 24, 2020)	Coronavirus: en Île-de-France, le nombre de décès enregistrés à l'hôpital bondit de 41% en 24h
559	(3, 24, 2020)	Coronavirus: la ville de Lyon ferme ses marchés
560	(3, 24, 2020)	Val-d'Oise: un homme rompt le confinement à sept reprises sans motif, il est placé en garde à vue
561	(3, 24, 2020)	Coronavirus: avec 743 morts ces dernières 24 heures, le nombre de morts repart à la hausse en Italie
